1	1.196e-008
2	1.5012e-008
3	1.5366e-008
4	1.5716e-008
5	1.5716e-008
6	1.5366e-008
7	1.5012e-008
8	1.196e-008
9	2.6522e-008
10	2.8746e-008
11	2.8061e-008
12	2.736e-008
13	2.736e-008
14	2.8061e-008
15	2.8746e-008
16	2.6522e-008
17	5.5346e-008
18	5.2609e-008
19	5.2213e-008
20	5.1682e-008
21	5.1682e-008
22	5.2213e-008
23	5.2609e-008
24	5.5346e-008
25	8.7638e-008
26	7.9752e-008
27	7.6481e-008
28	7.4994e-008
29	7.4994e-008
30	7.6481e-008
31	7.9752e-008
32	8.7638e-008
33	1.1168e-007
34	1.0159e-007
35	9.6231e-008
36	9.3668e-008
37	9.3668e-008
38	9.6231e-008
39	1.0159e-007
40	1.1168e-007
41	1.2758e-007
42	1.1707e-007
43	1.1065e-007
44	1.0725e-007
45	1.0725e-007
46	1.1065e-007
47	1.1707e-007
48	1.2758e-007
49	1.3659e-007
50	1.2658e-007
51	1.1983e-007
52	1.1593e-007
53	1.1593e-007
54	1.1983e-007
55	1.2658e-007
56	1.3659e-007
57	1.4007e-007
58	1.3095e-007
59	1.2433e-007
60	1.2018e-007
61	1.2018e-007
62	1.2433e-007
63	1.3095e-007
64	1.4007e-007
65	1.3917e-007
66	1.3099e-007
67	1.2472e-007
68	1.2052e-007
69	1.2052e-007
70	1.2472e-007
71	1.3099e-007
72	1.3917e-007
73	1.3475e-007
74	1.2746e-007
75	1.2163e-007
76	1.175e-007
77	1.175e-007
78	1.2163e-007
79	1.2746e-007
80	1.3475e-007
81	1.2748e-007
82	1.2097e-007
83	1.1557e-007
84	1.1159e-007
85	1.1159e-007
86	1.1557e-007
87	1.2097e-007
88	1.2748e-007
89	1.1785e-007
90	1.1197e-007
91	1.0699e-007
92	1.0319e-007
93	1.0319e-007
94	1.0699e-007
95	1.1197e-007
96	1.1785e-007
97	1.0621e-007
98	1.0083e-007
99	9.6211e-008
100	9.2636e-008
101	9.2636e-008
102	9.6211e-008
103	1.0083e-007
104	1.0621e-007
105	1.2311e-007
106	1.1918e-007
107	1.1669e-007
108	1.1435e-007
109	1.1435e-007
110	1.1669e-007
111	1.1918e-007
112	1.2311e-007
113	1.4814e-007
114	1.4444e-007
115	1.4214e-007
116	1.3996e-007
117	1.3996e-007
118	1.4214e-007
119	1.4444e-007
120	1.4814e-007
121	1.742e-007
122	1.7068e-007
123	1.6857e-007
124	1.6657e-007
125	1.6657e-007
126	1.6857e-007
127	1.7068e-007
128	1.742e-007
129	2.013e-007
130	1.9796e-007
131	1.9602e-007
132	1.9421e-007
133	1.9421e-007
134	1.9602e-007
135	1.9796e-007
136	2.013e-007
137	2.295e-007
138	2.2627e-007
139	2.2453e-007
140	2.2293e-007
141	2.2293e-007
142	2.2453e-007
143	2.2627e-007
144	2.295e-007
145	2.5884e-007
146	2.5572e-007
147	2.5418e-007
148	2.528e-007
149	2.528e-007
150	2.5418e-007
151	2.5572e-007
152	2.5884e-007
153	2.8937e-007
154	2.8635e-007
155	2.8502e-007
156	2.8388e-007
157	2.8388e-007
158	2.8502e-007
159	2.8635e-007
160	2.8937e-007
161	3.2117e-007
162	3.1826e-007
163	3.1716e-007
164	3.1627e-007
165	3.1627e-007
166	3.1716e-007
167	3.1826e-007
168	3.2117e-007
169	3.5433e-007
170	3.5151e-007
171	3.5067e-007
172	3.5007e-007
173	3.5007e-007
174	3.5067e-007
175	3.5151e-007
176	3.5433e-007
177	3.8892e-007
178	3.8623e-007
179	3.8566e-007
180	3.8537e-007
181	3.8537e-007
182	3.8566e-007
183	3.8623e-007
184	3.8892e-007
185	4.2504e-007
186	4.2249e-007
187	4.2223e-007
188	4.2229e-007
189	4.2229e-007
190	4.2223e-007
191	4.2249e-007
192	4.2504e-007
193	4.6279e-007
194	4.6039e-007
195	4.6049e-007
196	4.6105e-007
197	4.6105e-007
198	4.6049e-007
199	4.6039e-007
200	4.6279e-007
201	5.0224e-007
202	5.0005e-007
203	5.0117e-007
204	5.0187e-007
205	5.0187e-007
206	5.0117e-007
207	5.0005e-007
208	5.0224e-007
209	5.4351e-007
210	5.4243e-007
211	5.445e-007
212	5.4479e-007
213	5.4479e-007
214	5.445e-007
215	5.4243e-007
216	5.4351e-007
217	5.8669e-007
218	5.8812e-007
219	5.9003e-007
220	5.8987e-007
221	5.8987e-007
222	5.9003e-007
223	5.8812e-007
224	5.8669e-007
225	6.3212e-007
226	6.3635e-007
227	6.3792e-007
228	6.3724e-007
229	6.3724e-007
230	6.3792e-007
231	6.3635e-007
232	6.3212e-007
233	6.8304e-007
234	6.8715e-007
235	6.8831e-007
236	6.8703e-007
237	6.8703e-007
238	6.8831e-007
239	6.8715e-007
240	6.8304e-007
241	7.3673e-007
242	7.4067e-007
243	7.4138e-007
244	7.3942e-007
245	7.3942e-007
246	7.4138e-007
247	7.4067e-007
248	7.3673e-007
249	7.9338e-007
250	7.9713e-007
251	7.9729e-007
252	7.9455e-007
253	7.9455e-007
254	7.9729e-007
255	7.9713e-007
256	7.9338e-007
257	8.532e-007
258	8.5671e-007
259	8.5623e-007
260	8.5259e-007
261	8.5259e-007
262	8.5623e-007
263	8.5671e-007
264	8.532e-007
265	9.164e-007
266	9.1962e-007
267	9.1842e-007
268	9.1372e-007
269	9.1372e-007
270	9.1842e-007
271	9.1962e-007
272	9.164e-007
273	9.8321e-007
274	9.8612e-007
275	9.8407e-007
276	9.7816e-007
277	9.7816e-007
278	9.8407e-007
279	9.8612e-007
280	9.8321e-007
281	1.0539e-006
282	1.0565e-006
283	1.0535e-006
284	1.0461e-006
285	1.0461e-006
286	1.0535e-006
287	1.0565e-006
288	1.0539e-006
289	1.1288e-006
290	1.131e-006
291	1.1269e-006
292	1.1179e-006
293	1.1179e-006
294	1.1269e-006
295	1.131e-006
296	1.1288e-006
297	1.2081e-006
298	1.2101e-006
299	1.2048e-006
300	1.1939e-006
301	1.1939e-006
302	1.2048e-006
303	1.2101e-006
304	1.2081e-006
305	1.2925e-006
306	1.2942e-006
307	1.2875e-006
308	1.2743e-006
309	1.2743e-006
310	1.2875e-006
311	1.2942e-006
312	1.2925e-006
313	1.3823e-006
314	1.3841e-006
315	1.3758e-006
316	1.3597e-006
317	1.3597e-006
318	1.3758e-006
319	1.3841e-006
320	1.3823e-006
321	1.4783e-006
322	1.4804e-006
323	1.4702e-006
324	1.4506e-006
325	1.4506e-006
326	1.4702e-006
327	1.4804e-006
328	1.4783e-006
329	1.5817e-006
330	1.5842e-006
331	1.5715e-006
332	1.5475e-006
333	1.5475e-006
334	1.5715e-006
335	1.5842e-006
336	1.5817e-006
337	1.6938e-006
338	1.6966e-006
339	1.6806e-006
340	1.6507e-006
341	1.6507e-006
342	1.6806e-006
343	1.6966e-006
344	1.6938e-006
345	1.8486e-006
346	1.8333e-006
347	1.8019e-006
348	1.7601e-006
349	1.7601e-006
350	1.8019e-006
351	1.8333e-006
352	1.8486e-006
353	2.0748e-006
354	2.042e-006
355	1.9915e-006
356	1.9344e-006
357	1.9344e-006
358	1.9915e-006
359	2.042e-006
360	2.0748e-006
361	2.3379e-006
362	2.2891e-006
363	2.2243e-006
364	2.156e-006
365	2.156e-006
366	2.2243e-006
367	2.2891e-006
368	2.3379e-006
369	2.6452e-006
370	2.5703e-006
371	2.488e-006
372	2.41e-006
373	2.41e-006
374	2.488e-006
375	2.5703e-006
376	2.6452e-006
377	3.0029e-006
378	2.8865e-006
379	2.7842e-006
380	2.7024e-006
381	2.7024e-006
382	2.7842e-006
383	2.8865e-006
384	3.0029e-006
385	3.413e-006
386	3.233e-006
387	3.1112e-006
388	3.0399e-006
389	3.0399e-006
390	3.1112e-006
391	3.233e-006
392	3.413e-006
393	3.8671e-006
394	3.5953e-006
395	3.461e-006
396	3.4273e-006
397	3.4273e-006
398	3.461e-006
399	3.5953e-006
400	3.8671e-006
401	4.3402e-006
402	3.9443e-006
403	3.9144e-006
404	3.9457e-006
405	3.9457e-006
406	3.9144e-006
407	3.9443e-006
408	4.3402e-006
409	4.7693e-006
410	4.3976e-006
411	4.6653e-006
412	4.5977e-006
413	4.5977e-006
414	4.6653e-006
415	4.3976e-006
416	4.7693e-006
417	5.0758e-006
418	5.3701e-006
419	5.6359e-006
420	5.3669e-006
421	5.3669e-006
422	5.6359e-006
423	5.3701e-006
424	5.0758e-006
425	5.3382e-006
426	6.6858e-006
427	6.7607e-006
428	6.1991e-006
429	6.1991e-006
430	6.7607e-006
431	6.6858e-006
432	5.3382e-006
433	7.048e-006
434	8.3828e-006
435	8.106e-006
436	6.9378e-006
437	6.9378e-006
438	8.106e-006
439	8.3828e-006
440	7.048e-006
441	9.3613e-006
442	1.0524e-005
443	8.6097e-006
444	7.1874e-006
445	7.1874e-006
446	8.6097e-006
447	1.0524e-005
448	9.3613e-006
449	1.5174e-005
450	1.2591e-005
451	9.928e-006
452	6.9679e-006
453	6.9679e-006
454	9.928e-006
455	1.2591e-005
456	1.5174e-005
457	1.906e-005
458	1.3541e-005
459	1.2402e-005
460	1.1367e-005
461	1.1367e-005
462	1.2402e-005
463	1.3541e-005
464	1.906e-005
465	5.2741e-005
466	1.9316e-005
467	1.2488e-005
468	1.3567e-005
469	1.3567e-005
470	1.2488e-005
471	1.9316e-005
472	5.2741e-005
473	1.5367e-004
474	1.1382e-004
475	1.1224e-004
476	1.1165e-004
477	1.1165e-004
478	1.1224e-004
479	1.1382e-004
480	1.5367e-004
481	1.6554e-008
482	1.91e-008
483	2.0214e-008
484	2.0271e-008
485	2.0271e-008
486	2.0214e-008
487	1.91e-008
488	1.6554e-008
489	1.2319e-008
490	1.4223e-008
491	1.4682e-008
492	1.4832e-008
493	1.4832e-008
494	1.4682e-008
495	1.4223e-008
496	1.2319e-008
497	3.4335e-008
498	3.3055e-008
499	3.2262e-008
500	3.1491e-008
501	3.1491e-008
502	3.2262e-008
503	3.3055e-008
504	3.4335e-008
505	5.5954e-008
506	5.2305e-008
507	4.9807e-008
508	4.8212e-008
509	4.8212e-008
510	4.9807e-008
511	5.2305e-008
512	5.5954e-008
513	7.3947e-008
514	6.9075e-008
515	6.5312e-008
516	6.2901e-008
517	6.2901e-008
518	6.5312e-008
519	6.9075e-008
520	7.3947e-008
521	8.7039e-008
522	8.179e-008
523	7.7344e-008
524	7.4325e-008
525	7.4325e-008
526	7.7344e-008
527	8.179e-008
528	8.7039e-008
529	9.5252e-008
530	9.0094e-008
531	8.5422e-008
532	8.2019e-008
533	8.2019e-008
534	8.5422e-008
535	9.0094e-008
536	9.5252e-008
537	9.9041e-008
538	9.4212e-008
539	8.9597e-008
540	8.6009e-008
541	8.6009e-008
542	8.9597e-008
543	9.4212e-008
544	9.9041e-008
545	9.8992e-008
546	9.4579e-008
547	9.0151e-008
548	8.6527e-008
549	8.6527e-008
550	9.0151e-008
551	9.4579e-008
552	9.8992e-008
553	9.5667e-008
554	9.1647e-008
555	8.7489e-008
556	8.3922e-008
557	8.3922e-008
558	8.7489e-008
559	9.1647e-008
560	9.5667e-008
561	8.9514e-008
562	8.5873e-008
563	8.1999e-008
564	7.8552e-008
565	7.8552e-008
566	8.1999e-008
567	8.5873e-008
568	8.9514e-008
569	9.5229e-008
570	8.9881e-008
571	8.6031e-008
572	8.2894e-008
573	8.2894e-008
574	8.6031e-008
575	8.9881e-008
576	9.5229e-008
577	1.155e-007
578	1.106e-007
579	1.07e-007
580	1.0402e-007
581	1.0402e-007
582	1.07e-007
583	1.106e-007
584	1.155e-007
585	1.3713e-007
586	1.3258e-007
587	1.2923e-007
588	1.2642e-007
589	1.2642e-007
590	1.2923e-007
591	1.3258e-007
592	1.3713e-007
593	1.6001e-007
594	1.5575e-007
595	1.5263e-007
596	1.5001e-007
597	1.5001e-007
598	1.5263e-007
599	1.5575e-007
600	1.6001e-007
601	1.8412e-007
602	1.8008e-007
603	1.7717e-007
